Date,Type,Registration,Operator,Fatalities,Location,Cat
26-DEC-1971,DC-9-32,HB-IFR,26-DEC-1971,0.0,Wien-Schwech...,A2
27-DEC-1971,Fairchild C-123K Provider,293,27-DEC-1971,4.0,near Luang Prabang,C1
28-DEC-1971,Vickers 708 Viscount,F-BOEA,28-DEC-1971,0.0,Clermont-Fer...,A1
29-DEC-1971,Antonov An-2V,CCCP-50573,29-DEC-1971,0.0,Khanty-Mansisk,A1
30-DEC-1971,Ilyushin Il-14M,CCCP-91570,30-DEC-1971,0.0,Baranikha,A1
30-DEC-1971,Antonov An-2,CCCP-98348,30-DEC-1971,0.0,near Baikit,A1
30-DEC-1971,Douglas C-47 (DC-3),,30-DEC-1971,7.0,Central Domi...,A1
??-???-1971,Curtiss C-46D,LV-GXB,??-???-1971,,Buenos Aires...,O1
??-???-1971,Lockheed L-1049H Super Constellatio,N45515,??-???-1971,0.0,Kingman Airp...,O1
05-JAN-1972,Douglas C-47B (DC-3),CF-KAH,05-JAN-1972,,Norman Wells...,U1
06-JAN-1972,Hawker Siddeley HS-748,XA-SEV,06-JAN-1972,23,near Chetumal,A1
07-JAN-1972,Convair CV-340-68B,HZ-AAU,07-JAN-1972,0,Jeddah Inter...,A1
07-JAN-1972,SE-210 Caravelle VI-R,EC-ATV,07-JAN-1972,104,near Ibiza Airpor...,A1
07-JAN-1972,Boeing 727-200,,07-JAN-1972,0,Havana-José ...,H2
08-JAN-1972,U-1A Otter (DHC-3),0-53279,08-JAN-1972,,within Cambodia,A1
09-JAN-1972,Lockheed L-188A Electra,PI-C1060,09-JAN-1972,0,Manila Inter...,A1
12-JAN-1972,Boeing 727,,12-JAN-1972,0,Dallas-Love ...,H2
15-JAN-1972,Lockheed KC-130F Hercules,149810,15-JAN-1972,,"Lake City, FL",O1
15-JAN-1972,Lockheed EC-130G Hercules,151890,15-JAN-1972,0,near Patuxent Riv...,A1
18-JAN-1972,Learjet 25,N658TC,18-JAN-1972,9,near Victoria Cou...,A1
20-JAN-1972,DC-9-31,N9333,20-JAN-1972,0,Las Vegas-Mc...,H2
21-JAN-1972,DC-9-32,TC-JAC,21-JAN-1972,1,near Adana Airpor...,A1
21-JAN-1972,Douglas C-47 (DC-3),FAC-661,21-JAN-1972,39,near Betania,A1
21-JAN-1972,Vickers 837 Viscount,HK-1347,21-JAN-1972,20,near Bogotá-Eldor...,A1
25-JAN-1972,Yakovlev Yak-40,YA-KAD,25-JAN-1972,0,Khost,A1
26-JAN-1972,DC-9-32,YU-AHT,26-JAN-1972,27,near Ceské Kamenice,C1
26-JAN-1972,Fairchild FH-227B,N7817M,26-JAN-1972,1,Poughkeepsie...,H2
26-JAN-1972,BN-2 Islander,A2-ZEV,26-JAN-1972,0,Maun Airport...,A1
26-JAN-1972,BN-2A Islander,7Q-YKD,26-JAN-1972,0,Usisya,A2
26-JAN-1972,U-1A Otter (DHC-3),0-81717,26-JAN-1972,,near Phnom Penh-P...,A1
28-JAN-1972,Vickers VC10-1100,G-ARTA,28-JAN-1972,0,London-Gatwi...,A1
28-JAN-1972,Vickers 814 Viscount,D-ANEF,28-JAN-1972,0,Bournemouth ...,A1
29-JAN-1972,Boeing 707,,29-JAN-1972,0,New York-Joh...,H2
29-JAN-1972,Grumman C-2A Greyhound,155122,29-JAN-1972,2,Mediterranea...,A1
30-JAN-1972,DHC-6 Twin Otter 200,N6767,30-JAN-1972,0,Fairbanks In...,O1
01-FEB-1972,Douglas DC-6,XW-PEH,01-FEB-1972,6,near Tegal,A1
01-FEB-1972,VFW/Fokker VFW.614,D-BABA,01-FEB-1972,1,near Bremen Airpo...,A1
01-FEB-1972,Avia 14-40,OK-MCG,01-FEB-1972,0,Karlovy Vary...,A1
02-FEB-1972,Dornier Do 28D-1 Skyservant,YV-C-FLF,02-FEB-1972,,Pista la Sal...,A1
04-FEB-1972,Convair CV-340-68B,HZ-AAT,04-FEB-1972,0,Sana'a - Ta'izz,A1
04-FEB-1972,Hawker Siddeley HS-748,PP-VDU,04-FEB-1972,0,Porto Alegre...,A1
04-FEB-1972,C-7A Caribou (DHC-4),393,04-FEB-1972,2,Pha Khao,A1
05-FEB-1972,Fairchild F-27,HK-1139,05-FEB-1972,19,near Valledupar A...,A1
09-FEB-1972,Curtiss C-46F,N67961,09-FEB-1972,5,near Long Tieng,A1
10-FEB-1972,Douglas DC-3,,10-FEB-1972,5,near Dhaka,A1
11-FEB-1972,Douglas C-54A (DC-4),XW-TDE,11-FEB-1972,23,between Sava...,C1
18-FEB-1972,Learjet 25B,SX-ASO,18-FEB-1972,2,near Antibes,A1
19-FEB-1972,Lockheed C-130E Hercules,62-1813,19-FEB-1972,5,near Jacksonville...,A1
19-FEB-1972,Sud-Aviation SE-210 Caravelle,,19-FEB-1972,0,Amman-Marka ...,H2
20-FEB-1972,Dassault Falcon 20D,HB-VCG,20-FEB-1972,0,near St. Moritz-S...,A1
22-FEB-1972,Antonov An-24,CCCP-46732,22-FEB-1972,0,near Lipetsk Airp...,A1
22-FEB-1972,Boeing 747-230B,D-ABYD,22-FEB-1972,0,Aden,H2
23-FEB-1972,Antonov An-2,LZ-...,23-FEB-1972,1,within Bulgaria,A1
27-FEB-1972,Antonov An-24B,CCCP-46418,27-FEB-1972,0,near Mineralnye V...,A1
??-FEB-1972,Douglas C-47A (DC-3),T.3-13,??-FEB-1972,,,U1
??-FEB-1972,Antonov An-10,CCCP-11142,??-FEB-1972,,Rostov Airpo...,O1
01-MAR-1972,Dassault Falcon 20F,OH-FFW,01-MAR-1972,0,Montreal-Dor...,A1
03-MAR-1972,Fairchild FH-227B,N7818M,03-MAR-1972,16+ 1,near Albany Airpo...,A1
07-MAR-1972,Boeing 727,,07-MAR-1972,0,,H2
07-MAR-1972,Grumman G-73 Mallard,N3010,07-MAR-1972,0,Havana-José ...,H2
08-MAR-1972,Boeing 707-331,N761TW,08-MAR-1972,0,Las Vegas-Mc...,C1
11-MAR-1972,Sud-Aviation SE-210 Caravelle,,11-MAR-1972,0,Munich,H2
13-MAR-1972,Boeing KC-135A,58-0048,13-MAR-1972,5,Fort Worth-C...,A1
14-MAR-1972,Douglas C-47D (DC-3),44-77228,14-MAR-1972,4,Lake Charles...,A1
14-MAR-1972,SE-210 Caravelle 10B3,OY-STL,14-MAR-1972,112,near Kalba,A1
14-MAR-1972,Douglas C-47 (DC-3),HC-SJE,14-MAR-1972,6,Sangay Volcano,A1
14-MAR-1972,Fairchild C-119 Flying Boxcar,3117,14-MAR-1972,,unknown,U1
15-MAR-1972,U-1A Otter (DHC-3),0-52978,15-MAR-1972,,within Cambodia,A1
19-MAR-1972,Lockheed L-188CF Electra,N851U,19-MAR-1972,0,Ogden-Hill A...,A1
19-MAR-1972,Tupolev Tu-104B,CCCP-42408,19-MAR-1972,0,Omsk Airport...,A1
19-MAR-1972,DC-9-32,YU-AHR,19-MAR-1972,30,near Aden Interna...,A1
21-MAR-1972,U-1A Otter (DHC-3),0-92209,21-MAR-1972,0,Phnom Penh-P...,C1
21-MAR-1972,U-1A Otter (DHC-3),0-53277,21-MAR-1972,0,Phnom Penh-P...,C1
21-MAR-1972,U-1A Otter (DHC-3),0-53311,21-MAR-1972,0,Phnom Penh-P...,C1
26-MAR-1972,Antonov An-2R,CCCP-29380,26-MAR-1972,0,Sterlitamak,A1
27-MAR-1972,Antonov An-2,CCCP-42621,27-MAR-1972,1,Voroshilovgrad,A1
28-MAR-1972,Lockheed AC-130A Spectre,55-0044,28-MAR-1972,14,near Tchepone,C1
29-MAR-1972,DH-114 Riley Heron 2D,N19D,29-MAR-1972,0,"near Hawaii, USA",A1
30-MAR-1972,Lockheed AC-130E Spectre,69-6571,30-MAR-1972,0,near Saravane,C1
05-APR-1972,Vickers Viscount,,05-APR-1972,1,Yogyakarta,H2
06-APR-1972,Curtiss C-46F,YV-C-EVF,06-APR-1972,2,near San Fernando,A1
07-APR-1972,Boeing 727,,07-APR-1972,0,San Francisc...,H2
08-APR-1972,Hawker Siddeley HS-748,XS609,08-APR-1972,4,Siena/Ampugn...,A1
08-APR-1972,Boeing 727,,08-APR-1972,0,,H2
09-APR-1972,Boeing 727,,09-APR-1972,0,San Diego In...,H2
10-APR-1972,Douglas DC-6B,HP-539,10-APR-1972,0,"Manaus, AM",A1
11-APR-1972,Douglas C-47B (DC-3),VH-PNB,11-APR-1972,0,Madang Airpo...,A1
11-APR-1972,Antonov An-2T,CCCP-44937,11-APR-1972,1,Yukagir Vill...,A1
12-APR-1972,NAMC YS-11A-211,PP-SMI,12-APR-1972,25,near Rio de Janei...,A1
12-APR-1972,Douglas EC-47Q,45-1131,12-APR-1972,,Da Nang Air ...,C1
13-APR-1972,Boeing 737-200,,13-APR-1972,0,Los Angeles ...,H2
13-APR-1972,Douglas EC-47P,45-1102,13-APR-1972,,Da Nang Air ...,O1
13-APR-1972,Consolidated C-10A Catalina (PBY-5A,6514,13-APR-1972,2,"Humaitá, AM",A1
14-APR-1972,Shorts SC.7 Skyvan 3-300,N725R,14-APR-1972,1,near La Crosse Mu...,A1
14-APR-1972,Antonov An-2R,CCCP-01506,14-APR-1972,2,"Vyyezdnoye, ...",A1
14-APR-1972,Douglas DC-3A,TAM-01,14-APR-1972,,La Paz ?,U1
16-APR-1972,DH-114 Heron,,16-APR-1972,0,,H2
16-APR-1972,Fokker F-27 Friendship 200,I-ATIP,16-APR-1972,18,near Ardinello di...,A1
17-APR-1972,Convair CV-880,N8802E,17-APR-1972,0,Chicago-O'Ha...,H2
17-APR-1972,Boeing 727,,17-APR-1972,0,,H2
17-APR-1972,DC-9-32,HB-IFM,17-APR-1972,0,Roma-Ciampin...,H2
18-APR-1972,Lockheed C-130E Hercules,63-7775,18-APR-1972,0,near Lai Khe,C1
18-APR-1972,Vickers Super VC10-1154,5X-UVA,18-APR-1972,43,Addis Ababa-...,A1
18-APR-1972,Let L-410A,OK-ADN,18-APR-1972,0,Nürnberg Air...,H2
20-APR-1972,Douglas C-47D (DC-3),OB-R-653,20-APR-1972,6,near Moyobamba,A1
22-APR-1972,Curtiss C-46 Super C,CP-940,22-APR-1972,,El Desengano,A1
24-APR-1972,Douglas C-47 (DC-3),FAC-652,24-APR-1972,0,near Bogotá-Eldor...,A2
26-APR-1972,Lockheed C-130E Hercules,64-0508,26-APR-1972,6,near An Loc,C1
02-MAY-1972,Fairchild AC-119K Stinger,53-7826,02-MAY-1972,3,near An Loc,C1
03-MAY-1972,Lockheed C-130E Hercules,62-1797,03-MAY-1972,6,near An Loc,C1
03-MAY-1972,DC-9-32,TC-JAB,03-MAY-1972,0,Sofia,H2
03-MAY-1972,Douglas C-124C Globemaster II,52-1055,03-MAY-1972,11,near Paramaribo-Z...,A1
04-MAY-1972,Yakovlev Yak-40,CCCP-87778,04-MAY-1972,18,near Bratsk Airpo...,A1
05-MAY-1972,Douglas DC-8-43,I-DIWB,05-MAY-1972,115,near Palermo,A1
05-MAY-1972,Boeing 737-200,,05-MAY-1972,0,Havana-José ...,H2
05-MAY-1972,Boeing 727,,05-MAY-1972,0,,H2
05-MAY-1972,U-1A Otter (DHC-3),0-81707,05-MAY-1972,0,Phnom Penh-P...,C1
05-MAY-1972,Antonov An-2R,CCCP-25604,05-MAY-1972,2,Poltava Region,A1
06-MAY-1972,Fairchild C-119 Flying Boxcar,,06-MAY-1972,4,,A1
07-MAY-1972,Handley Page HPR-7 Herald 101,HK-721,07-MAY-1972,0,near Valledupar A...,A1
08-MAY-1972,Boeing 707-329,OO-SJG,08-MAY-1972,3,Tel Aviv-Lod...,H2
08-MAY-1972,Douglas VC-47J (DC-3),YV-C-GAI,08-MAY-1972,6,near Ciudad Bolívar,A1
08-MAY-1972,Antonov An-2R,CCCP-45292,08-MAY-1972,2,Argyz distri...,A1
10-MAY-1972,Fokker F-27 Friendship 400M,ST-ADX,10-MAY-1972,0,El Obeid Air...,A1
12-MAY-1972,Lockheed 18 Learstar,N211L,12-MAY-1972,8,"Okeechobee, FL",A1
12-MAY-1972,HAL-748,VT-EAT,12-MAY-1972,0,Cochin Airpo...,A2
12-MAY-1972,Antonov An-2TP,CCCP-50506,12-MAY-1972,0,near Kirensk,A1
13-MAY-1972,U-1A Otter (DHC-3),0-92227,13-MAY-1972,,within Cambodia,U1
13-MAY-1972,U-1A Otter (DHC-3),0-81718,13-MAY-1972,,unknown,U1
16-MAY-1972,Antonov An-24T,05,16-MAY-1972,8+ 25,Svetlogorsk,A1
17-MAY-1972,Lockheed C-130E Hercules,63-7798,17-MAY-1972,4,near Kontum Airpo...,C1
18-MAY-1972,Antonov An-10A,CCCP-11215,18-MAY-1972,122,near Kharkov Airp...,A1
18-MAY-1972,DC-9-31,N8961E,18-MAY-1972,0,Fort Lauderd...,A1
21-MAY-1972,Fokker F-27 Friendship 200,CR-LLD,21-MAY-1972,22,near Lobito Airport,A1
23-MAY-1972,Lockheed C-130E Hercules,62-1854,23-MAY-1972,0,Kontum Airpo...,O1
23-MAY-1972,Lockheed L-188A Electra,,23-MAY-1972,1,Quito-Marisc...,H2
24-MAY-1972,Boeing 727-44,ZS-SBE,24-MAY-1972,0,Blantyre-Chi...,H2
25-MAY-1972,Boeing 727-116,CC-CAG,25-MAY-1972,0,near Montego Bay,C2
26-MAY-1972,Antonov An-12AP,,26-MAY-1972,5,Panevézys,A1
26-MAY-1972,Lockheed P-3A Orion,152155,26-MAY-1972,8,near California,A1
27-MAY-1972,DHC-6 Twin Otter 100,D-IDHC,27-MAY-1972,8,Helgoland Ai...,A1
28-MAY-1972,Boeing 707,,28-MAY-1972,0,Athens,H2
29-MAY-1972,Lockheed L-149 Constellation,PP-PDG,29-MAY-1972,9,near Cruzeiro do ...,A1
30-MAY-1972,Douglas DC-9-14,N3305L,30-MAY-1972,4,Fort Worth-G...,A1
30-MAY-1972,Lockheed L-188A Electra,PP-VJL,30-MAY-1972,1,São Paulo-Co...,H2
02-JUN-1972,Boeing 727,,02-JUN-1972,0,Algiers,H2
02-JUN-1972,Boeing 727,,02-JUN-1972,0,"Reno, NV",H2
03-JUN-1972,Lockheed P-3A Orion,152182,03-JUN-1972,14,near Jebel Musa,A1
05-JUN-1972,Lockheed C-130D Hercules,57-0495,05-JUN-1972,1,DYE 3 Airstrip,A1
05-JUN-1972,Lockheed C-130E Hercules,62-1805,05-JUN-1972,6,near Magong AFB (...,A1
05-JUN-1972,Curtiss C-46A,EM-2,05-JUN-1972,32,near Pleiku,A1
08-JUN-1972,Let L-410A,OK-ADN,08-JUN-1972,1,Weiden,H2
12-JUN-1972,DC-10-10,N103AA,12-JUN-1972,0,"near Windsor, ON",A2
13-JUN-1972,Curtiss C-46D,CC-CDU,13-JUN-1972,3,near Santiago-Pud...,A1
13-JUN-1972,Douglas C-47 (DC-3),6012,13-JUN-1972,4,near Compostela,A1
14-JUN-1972,Douglas DC-8-53,JA8012,14-JUN-1972,82+ 4,near Delhi-Palam ...,A1
15-JUN-1972,BN-2A-3 Islander,CR-AMX,15-JUN-1972,0,Baué,A1
15-JUN-1972,Convair CV-880,VR-HFZ,15-JUN-1972,81,near Pleiku,C1
15-JUN-1972,Antonov An-2R,CCCP-02692,15-JUN-1972,2,near Rechka,A1
16-JUN-1972,Ilyushin Il-62,SU-ARN,16-JUN-1972,0,Cairo-Almaza...,A1
18-JUN-1972,Hawker Siddeley HS-121 Trident 1C,G-ARPI,18-JUN-1972,118,near Staines,A1
18-JUN-1972,Lockheed AC-130A Spectre,55-0043,18-JUN-1972,12,near A Shau Valley,C1
23-JUN-1972,Boeing 727,,23-JUN-1972,0,Saint Louis-...,H2
24-JUN-1972,DH-114 Prinair Heron 2B,N554PR,24-JUN-1972,5,Ponce-Merced...,A1
26-JUN-1972,DH-114 Sea Heron C.1,XR444,26-JUN-1972,0,Irish Sea,A1
28-JUN-1972,Antonov An-2R,CCCP-02582,28-JUN-1972,4,near Shiringa,A1
28-JUN-1972,Antonov An-2R,CCCP-35313,28-JUN-1972,0,near Kzyl-Orda,A1
29-JUN-1972,DHC-6 Twin Otter 100,N4043B,29-JUN-1972,8,"near Appleton, WI",A1
29-JUN-1972,Convair CV-580,N90858,29-JUN-1972,5,"near Appleton, WI",A1
29-JUN-1972,MBB HFB-320 Hansa Jet,D-CASY,29-JUN-1972,7,Blackpool Ai...,A1
29-JUN-1972,Antonov An-2R,CCCP-46652,29-JUN-1972,1,Astrakhanka ...,A1
30-JUN-1972,DC-9,,30-JUN-1972,0,,H2
30-JUN-1972,Boeing C-135F,38743,30-JUN-1972,6,near Hao Island A...,A1
??-JUN-1972,Douglas C-47B (DC-3),2010,??-JUN-1972,0,Porto Alegre...,U1
01-JUL-1972,Lockheed P-2H Neptune,145904,01-JUL-1972,,South Weymou...,A1
02-JUL-1972,Douglas C-47B (DC-3),F-WSGU,02-JUL-1972,,Kulusuk Airp...,A1
02-JUL-1972,Boeing 747,,02-JUL-1972,1,Saigon-Tan S...,H2
05-JUL-1972,Boeing 737-200,,05-JUL-1972,3,San Francisc...,H2
05-JUL-1972,Boeing 707,,05-JUL-1972,0,Buffalo-Grea...,H2
06-JUL-1972,Douglas DC-8-52,EC-ARA,06-JUL-1972,10,"near Arinaga, Las...",A1
06-JUL-1972,Boeing 727,,06-JUL-1972,0,Oakland Inte...,H2
07-JUL-1972,Douglas DC-3,XW-PHW,07-JUL-1972,0,Kompong Som ...,A1
07-JUL-1972,Lockheed 18 Learstar,CF-BAL,07-JUL-1972,0,Wales Airpor...,A1
09-JUL-1972,HAL-748,VT-DXJ,09-JUL-1972,0,Belgaum-Samb...,A2
10-JUL-1972,Douglas C-47B (DC-3),HZ-AAK,10-JUL-1972,0,Tabuk Airpor...,A1
10-JUL-1972,Boeing 737,,10-JUL-1972,0,München-Riem...,H2
11-JUL-1972,DHC-6 Twin Otter 100,67-056,11-JUL-1972,17,near Harstad,A1
11-JUL-1972,Antonov An-2,CCCP-98280,11-JUL-1972,2,Okha,A1
12-JUL-1972,Boeing 727,,12-JUL-1972,0,Oklahoma Cit...,H2
12-JUL-1972,unknown,,12-JUL-1972,0,Abidjan-Feli...,H2
12-JUL-1972,Boeing 727,,12-JUL-1972,0,Lake Jackson...,H2
12-JUL-1972,Boeing B-17G,N73648,12-JUL-1972,2,"Socorro, NM",A1
16-JUL-1972,DHC-3 Otter,CF-XUX,16-JUL-1972,2,near Nahanni Butt...,A1
17-JUL-1972,Tupolev Tu-134A,CCCP-65607,17-JUL-1972,0,near Moskva-Shere...,A1
17-JUL-1972,Douglas C-47A (DC-3),VH-MAE,17-JUL-1972,0,Wapenamanda ...,A1
17-JUL-1972,Lockheed P-2H Neptune,148354,17-JUL-1972,,near Roosevelt Ro...,A1
18-JUL-1972,Vickers 785D Viscount,HK-1058,18-JUL-1972,1,near San Andrés,C2
18-JUL-1972,Fairchild AC-119G Flying Boxcar,3164,18-JUL-1972,,unknown,U1
19-JUL-1972,BAC One-Eleven 501EX,G-AWYS,19-JUL-1972,1,Kerkyra Airp...,A2
19-JUL-1972,Antonov An-2R,CCCP-15283,19-JUL-1972,1,near Yenotayevka,A1
20-JUL-1972,Canadair CC-106 Yukon (CL-44),LV-JYR,20-JUL-1972,6,near Santiago,A1
21-JUL-1972,Douglas C-53 (DC-3),N39393,21-JUL-1972,0,Pivijay,A1
25-JUL-1972,DHC-6 Twin Otter 300,N5662,25-JUL-1972,3,near Tha Tam Bleung,A1
25-JUL-1972,Curtiss CW-20 (C-46),CP-752,25-JUL-1972,0,San Pedro Ri...,A1
26-JUL-1972,Lockheed P2V-7 Neptune,4650,26-JUL-1972,8,Kanoya,A1
27-JUL-1972,Consolidated P4Y-2 Privateer,N6816D,27-JUL-1972,0,Wenatchee-Pa...,A1
28-JUL-1972,Antonov An-2T,CCCP-32649,28-JUL-1972,0,near Ust-Kuyga,A1
29-JUL-1972,Douglas DC-3A,HK-1341,29-JUL-1972,17,near Las Palomas,A1
29-JUL-1972,Douglas DC-3A,HK-107,29-JUL-1972,21,near Las Palomas,A1
31-JUL-1972,DC-8,,31-JUL-1972,0,Algiers,H2
31-JUL-1972,Douglas C-47A (DC-3),VT-ATZ,31-JUL-1972,0,Ambari Falak...,A2
03-AUG-1972,Howard Super Ventura,N446DD,03-AUG-1972,0,Austin-Rober...,A1
04-AUG-1972,Douglas DC-3-454,N31538,04-AUG-1972,0,"Point Mugu, CA",A1
04-AUG-1972,Douglas C-47B (DC-3),6850,04-AUG-1972,0,near Swartkop AFB,A1
04-AUG-1972,Ilyushin Il-14M,CCCP-91537,04-AUG-1972,0,near Aldan Airpor...,A1
08-AUG-1972,Lockheed 18 Lodestar,N666P,08-AUG-1972,0,Cebu Airport...,A1
11-AUG-1972,BN-2A-6 Islander,EP-PAE,11-AUG-1972,,Bandar-e-Ganave,A1
12-AUG-1972,Fokker F-27 Friendship 100,VT-DME,12-AUG-1972,18,near Delhi-Palam ...,A1
12-AUG-1972,Lockheed C-130E Hercules,62-1853,12-AUG-1972,30,near Soc Trang (SOA),C1
13-AUG-1972,Antonov An-2T,CCCP-01147,13-AUG-1972,0,near Yuzhno-Sakha...,A1
13-AUG-1972,Boeing 707-321,YU-AGA,13-AUG-1972,0,New York-Joh...,A2
14-AUG-1972,Ilyushin Il-62,DM-SEA,14-AUG-1972,156,Königs Wuste...,A1
15-AUG-1972,BAC One-Eleven 521FH,LV-JNS,15-AUG-1972,0,Santiago,H2
15-AUG-1972,Consolidated 28-5AC Catalina,N19Q,15-AUG-1972,0,near Monte Carlo,A1
16-AUG-1972,Boeing 707-358C,4X-ATT,16-AUG-1972,0,near Roma,C2
16-AUG-1972,Douglas C-47B (DC-3),XY-ACM,16-AUG-1972,28,near Thandwe Airp...,A1
16-AUG-1972,Boeing 727-2B6,CN-CCG,16-AUG-1972,0,near Rabat,C2
18-AUG-1972,Boeing 727,,18-AUG-1972,0,Seattle/Taco...,H2
18-AUG-1972,Fairchild F-27,TC-KOC,18-AUG-1972,0,Istanbul-Yes...,A1
20-AUG-1972,Douglas DC-3A-269,PK-ZDD,20-AUG-1972,,Sumbawa Besar,A1
21-AUG-1972,Ford 4-AT-B Tri-Motor,N7684,21-AUG-1972,0,Port Clinton...,A2
22-AUG-1972,Douglas DC-6,,22-AUG-1972,0,Benghazi-Ben...,H2
24-AUG-1972,Vickers 761D Viscount,XY-ADF,24-AUG-1972,0,Sittwe-Civil...,A1
25-AUG-1972,Vickers 785D Viscount,HK-1058,25-AUG-1972,0,Camagüey Air...,H2
26-AUG-1972,Ilyushin Il-18B,CCCP-75663,26-AUG-1972,0,Arkhangelsk ...,A1
26-AUG-1972,Fairchild C-123K Provider,ST-2,26-AUG-1972,8,near PleikuPleiku...,A1
27-AUG-1972,Douglas C-47 (DC-3),YV-C-AKE,27-AUG-1972,34,near Canaima Airp...,A1
27-AUG-1972,Fairchild C-123K Provider,555,27-AUG-1972,9,near Vang Vieng,A1
28-AUG-1972,DHC-4A Caribou,A4-233,28-AUG-1972,25,Kudjero Gap,A1
28-AUG-1972,Learjet 23,HB-VAM,28-AUG-1972,2,near Innsbruck-Kr...,A1
29-AUG-1972,Curtiss C-46A,AN-AMR,29-AUG-1972,0,Managua Airp...,A1
30-AUG-1972,Antonov An-2R,CCCP-32520,30-AUG-1972,2,near Perevitsy,A1
30-AUG-1972,Antonov An-2R,CCCP-49369,30-AUG-1972,0,near Suntar,A1
31-AUG-1972,Ilyushin Il-18V,CCCP-74298,31-AUG-1972,102,near Magnitogorsk...,A1
01-SEP-1972,Shorts SC.7 Skyvan 3-300,VH-PNI,01-SEP-1972,4,Mount Giluwe,A1
06-SEP-1972,U-1A Otter (DHC-3),0-53300,06-SEP-1972,4,near Phnom Penh,A1
07-SEP-1972,Curtiss C-46A,CP-959,07-SEP-1972,1,Trinidad Air...,A1
08-SEP-1972,Douglas C-124C Globemaster II,51-0132,08-SEP-1972,0,Cape Newenha...,A1
10-SEP-1972,Douglas C-47 (DC-3),ET-ABQ,10-SEP-1972,11,near Gondar,A1
10-SEP-1972,Antonov An-2M,CCCP-02369,10-SEP-1972,2,Velikaya Vulyga,A1
11-SEP-1972,Lockheed 18 Learstar,N1040E,11-SEP-1972,1,Clarendon,A1
12-SEP-1972,Lockheed Hercules C.1 (C-130K),XV194,12-SEP-1972,0,Tromsø/Langn...,A1
13-SEP-1972,Douglas C-47A (DC-3),9N-RF10,13-SEP-1972,31,Panchkhal,A1
13-SEP-1972,Boeing 707-331C,N15712,13-SEP-1972,0,San Francisc...,A1
13-SEP-1972,Antonov An-2R,CCCP-33233,13-SEP-1972,0,Semipalatins...,A1
15-SEP-1972,DC-9-21,LN-RLO,15-SEP-1972,0,Madrid,H2
16-SEP-1972,Fairchild F-27,PI-C892,16-SEP-1972,0,near Roxas,O2
17-SEP-1972,Douglas C-47A (DC-3),CP-565,17-SEP-1972,0,La Paz,A1
19-SEP-1972,Fokker F-28 Fellowship 1000,PH-FPT,19-SEP-1972,0,Port Harcour...,A1
22-SEP-1972,Volpar Turboliner II,ZS-PRA,22-SEP-1972,3,near Johannesburg...,A1
24-SEP-1972,Douglas C-54D (DC-4),XV-NUH,24-SEP-1972,10,near Ben Cat,A1
24-SEP-1972,Douglas DC-8-53,JA8013,24-SEP-1972,0,Bombay-Juhu ...,A1
24-SEP-1972,Consolidated PBY-5A Catalina,CF-AAD,24-SEP-1972,0,Great Whale ...,A1
25-SEP-1972,Douglas C-47A (DC-3),TAM-24,25-SEP-1972,0,Caranavi,A1
26-SEP-1972,Fokker F-27 Friendship 600,PK-GFP,26-SEP-1972,3,near Jakarta-Kema...,A1
30-SEP-1972,Douglas C-47B (DC-3),EC-AQE,30-SEP-1972,1,Madrid-Baraj...,A1
01-OCT-1972,Ilyushin Il-18V,CCCP-75507,01-OCT-1972,109,near Adler/Sochi ...,A1
02-OCT-1972,Douglas C-47A (DC-3),XW-TDA,02-OCT-1972,9,Kampot Airpo...,C1
06-OCT-1972,Fokker F-27 Friendship,,06-OCT-1972,1,Trieste-Ronc...,H2
06-OCT-1972,Antonov An-2P,CCCP-70738,06-OCT-1972,0,Cherski,A1
11-OCT-1972,Boeing 727,,11-OCT-1972,0,Frankfurt,H2
13-OCT-1972,Fairchild FH-227D,T-571,13-OCT-1972,29,near El Tiburcio,A1
13-OCT-1972,Ilyushin Il-62,CCCP-86671,13-OCT-1972,174,near Moskva-Shere...,A1
15-OCT-1972,Howard 350,N361MC,15-OCT-1972,0,Philadelphia...,A1
18-OCT-1972,NAMC YS-11A-202,PP-CTG,18-OCT-1972,0,São Paulo-Co...,A1
21-OCT-1972,NAMC YS-11A-500,SX-BBQ,21-OCT-1972,37,near Athens-Ellin...,A1
22-OCT-1972,Boeing 707-321,TC-JAM,22-OCT-1972,0,Sofia-Vrazhd...,H2
22-OCT-1972,Yakovlev Yak-40,CCCP-87819,22-OCT-1972,0,Krasnoyarsk ...,A1
23-OCT-1972,Antonov An-12BP,,23-OCT-1972,20,Tula Airport...,A1
23-OCT-1972,Antonov An-12BP,,23-OCT-1972,7,Tula Airport...,A1
23-OCT-1972,BN-2A-6 Islander,F-OCRH,23-OCT-1972,1,near Lenakel Airf...,A1
27-OCT-1972,Vickers 724 Viscount,F-BMCH,27-OCT-1972,60,near Noirétable,A1
27-OCT-1972,Fairchild C-119G Flying Boxcar,52-5936,27-OCT-1972,5,Col du Devès...,A1
29-OCT-1972,Boeing 727-30,D-ABIG,29-OCT-1972,0,Tripoli,H2
29-OCT-1972,Boeing 727,,29-OCT-1972,0+ 1,Havana-José ...,H2
30-OCT-1972,Fokker F-27 Friendship 200,I-ATIR,30-OCT-1972,27,near Poggiorsini,A1
30-OCT-1972,Tupolev Tu-134,DM-SCA,30-OCT-1972,0,Berlin-Schön...,A1
